id_transacao,data_hora,id_estabelecimento,bandeira_cartao,modalidade,valor,status,id_cliente,sexo,faixa_etaria,renda_estimada,nome_fantasia,categoria,cidade,estado,mes_transacao,valor_acumulado_cliente,valor_acumulado_estabelecimento
trx_2714,2024-04-04 03:00:00,estab_48,Hipercard,débito,1136.54,aprovada,cli_170,Masculino,46-60,5k-10k,Santos,mercado,Sousa,AP,4,7589.17,39411.1
trx_2715,2024-02-22 09:00:00,estab_48,Visa,débito,314.73,aprovada,cli_362,Masculino,26-35,10k+,Santos,mercado,Sousa,AP,2,5322.85,39725.83
trx_2716,2024-01-20 08:00:00,estab_49,Elo,crédito,935.34,aprovada,cli_267,Masculino,26-35,<2k,Barbosa,vestuário,Ferreira da Serra,GO,1,5151.83,42311.56
trx_2717,2024-05-17 06:00:00,estab_1,Elo,crédito,872.17,aprovada,cli_192,Masculino,26-35,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,5,2714.15,39811.11
trx_2718,2024-10-09 06:00:00,estab_30,Visa,débito,1415.77,aprovada,cli_243,Feminino,26-35,10k+,Araújo - EI,farmácia,Dias de Gonçalves,MG,10,2885.84,50076.3
trx_2719,2024-11-05 15:00:00,estab_24,Visa,débito,352.39,aprovada,cli_179,Masculino,60+,5k-10k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,11,7312.05,30293.82
trx_2720,2024-02-21 06:00:00,estab_3,Hipercard,crédito,92.79,aprovada,cli_247,Feminino,60+,10k+,Fogaça,eletrodomésticos,Azevedo do Norte,RO,2,7497.0199999999995,41958.07
trx_2721,2024-06-07 13:00:00,estab_10,Visa,débito,981.98,aprovada,cli_69,Masculino,46-60,10k+,da Luz,vestuário,Teixeira,TO,6,2796.15,32438.21
trx_2722,2024-09-24 11:00:00,estab_16,Elo,crédito,1111.56,aprovada,cli_220,Masculino,26-35,<2k,Sales - EI,vestuário,Mendonça das Pedras,SE,9,5655.91,47395.39
trx_2723,2024-08-27 14:00:00,estab_43,Hipercard,débito,428.38,aprovada,cli_29,Feminino,60+,<2k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,8,3720.14,46739.95
trx_2724,2024-06-09 16:00:00,estab_1,Mastercard,crédito,858.42,estornada,cli_118,Feminino,18-25,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,6,5053.23,40669.53
trx_2725,2024-05-10 15:00:00,estab_5,Hipercard,débito,94.01,aprovada,cli_204,Feminino,60+,<2k,Carvalho S.A.,mercado,Alves,AP,5,6843.05,36347.83
trx_2726,2024-10-16 17:00:00,estab_8,Hipercard,crédito,1440.27,aprovada,cli_221,Masculino,26-35,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,10,5180.85,41292.58
trx_2727,2024-09-08 10:00:00,estab_4,Hipercard,crédito,169.34,aprovada,cli_459,Feminino,60+,5k-10k,das Neves,eletrodomésticos,Sampaio,RO,9,2273.7200000000003,34618.45
trx_2728,2024-07-10 05:00:00,estab_19,Visa,débito,106.02,aprovada,cli_125,Masculino,60+,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,7,2224.69,40653.96
trx_2729,2024-03-05 10:00:00,estab_28,Elo,débito,70.94,recusada,cli_457,Masculino,36-45,10k+,Lopes da Luz e Filhos,vestuário,Pacheco,AL,3,4780.96,35356.18
trx_2730,2024-09-09 17:00:00,estab_20,Visa,débito,643.77,aprovada,cli_54,Masculino,46-60,5k-10k,Lima da Cunha S/A,mercado,da Cruz,RS,9,4949.15,46071.77
trx_2731,2024-02-15 14:00:00,estab_8,Elo,débito,150.25,aprovada,cli_38,Feminino,18-25,<2k,Dias - ME,farmácia,da Rocha do Amparo,PB,2,4938.29,41442.83
trx_2732,2024-04-10 11:00:00,estab_27,Visa,débito,1118.25,recusada,cli_457,Masculino,36-45,10k+,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,4,5899.21,46056.44
trx_2733,2024-04-19 01:00:00,estab_7,Hipercard,crédito,1348.82,recusada,cli_337,Masculino,18-25,<2k,Rocha - EI,farmácia,Costa,RN,4,4112.58,32883.52
trx_2734,2024-06-21 17:00:00,estab_30,Elo,débito,394.03,aprovada,cli_261,Feminino,18-25,<2k,Araújo - EI,farmácia,Dias de Gonçalves,MG,6,3873.97,50470.33
trx_2735,2024-04-25 15:00:00,estab_19,Visa,débito,945.02,aprovada,cli_183,Masculino,60+,10k+,Novais Leão S.A.,vestuário,Porto da Serra,AM,4,3609.15,41598.979999999996
trx_2736,2024-10-03 04:00:00,estab_26,Hipercard,débito,68.3,aprovada,cli_7,Masculino,60+,2k-5k,Oliveira,farmácia,Vasconcelos do Campo,AP,10,3548.46,49470.83
trx_2737,2024-05-11 11:00:00,estab_7,Mastercard,débito,582.91,aprovada,cli_467,Masculino,18-25,<2k,Rocha - EI,farmácia,Costa,RN,5,4717.1,33466.43
trx_2738,2024-06-14 10:00:00,estab_20,Visa,crédito,442.95,aprovada,cli_310,Masculino,60+,2k-5k,Lima da Cunha S/A,mercado,da Cruz,RS,6,4905.71,46514.72
trx_2739,2024-11-28 04:00:00,estab_27,Visa,débito,346.79,aprovada,cli_360,Feminino,60+,5k-10k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,11,1396.69,46403.23
trx_2740,2024-08-13 15:00:00,estab_22,Mastercard,débito,968.86,aprovada,cli_15,Feminino,60+,2k-5k,Macedo da Cunha - EI,vestuário,Moraes,RR,8,6267.19,49220.87
trx_2741,2024-06-29 11:00:00,estab_5,Visa,débito,199.69,aprovada,cli_375,Feminino,18-25,5k-10k,Carvalho S.A.,mercado,Alves,AP,6,3490.15,36547.52
trx_2742,2024-03-21 22:00:00,estab_2,Mastercard,débito,1291.76,aprovada,cli_385,Feminino,26-35,5k-10k,Silva,farmácia,Brito,RO,3,2651.84,37732.5
trx_2743,2024-09-08 02:00:00,estab_4,Elo,crédito,998.93,aprovada,cli_63,Feminino,46-60,2k-5k,das Neves,eletrodomésticos,Sampaio,RO,9,7747.82,35617.38
trx_2744,2024-12-11 21:00:00,estab_8,Mastercard,crédito,1067.55,aprovada,cli_252,Feminino,60+,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,12,3173.52,42510.38
trx_2745,2024-01-08 23:00:00,estab_6,Hipercard,crédito,1403.34,aprovada,cli_10,Masculino,46-60,10k+,Duarte,farmácia,Alves,AL,1,2995.86,39836.65
trx_2746,2024-02-05 21:00:00,estab_3,Mastercard,crédito,1413.85,estornada,cli_87,Feminino,36-45,10k+,Fogaça,eletrodomésticos,Azevedo do Norte,RO,2,4979.04,43371.92
trx_2747,2024-10-06 15:00:00,estab_38,Elo,crédito,829.72,aprovada,cli_210,Masculino,18-25,2k-5k,Oliveira,restaurante,Cunha,RJ,10,4057.8999999999996,47046.9
trx_2748,2024-01-28 01:00:00,estab_4,Mastercard,débito,745.59,aprovada,cli_3,Masculino,46-60,<2k,das Neves,eletrodomésticos,Sampaio,RO,1,3028.9100000000003,36362.97
trx_2749,2024-06-21 06:00:00,estab_10,Mastercard,crédito,506.4,aprovada,cli_130,Feminino,18-25,5k-10k,da Luz,vestuário,Teixeira,TO,6,7227.03,32944.61
trx_2750,2024-11-12 03:00:00,estab_14,Elo,crédito,1074.78,aprovada,cli_270,Feminino,60+,5k-10k,Moreira,vestuário,Aparecida,AL,11,6215.3099999999995,53797.95
trx_2751,2024-02-13 04:00:00,estab_33,Visa,débito,809.62,aprovada,cli_359,Feminino,18-25,10k+,Barros,restaurante,Rocha,GO,2,5925.12,38481.75
trx_2752,2024-06-21 03:00:00,estab_12,Visa,crédito,1399.65,aprovada,cli_67,Feminino,26-35,10k+,da Rosa,eletrodomésticos,das Neves,MS,6,3220.55,47078.28
trx_2753,2024-03-30 12:00:00,estab_47,Hipercard,crédito,361.75,aprovada,cli_426,Feminino,26-35,<2k,Pinto,eletrodomésticos,Alves,TO,3,4935.900000000001,35704.51
trx_2754,2024-08-15 09:00:00,estab_6,Hipercard,crédito,468.83,aprovada,cli_336,Masculino,60+,<2k,Duarte,farmácia,Alves,AL,8,6825.79,40305.48
trx_2755,2024-09-10 07:00:00,estab_39,Mastercard,crédito,477.56,aprovada,cli_8,Masculino,18-25,2k-5k,Nunes - EI,mercado,Garcia,RJ,9,1169.24,46162.93
trx_2756,2024-04-11 06:00:00,estab_5,Visa,débito,1209.97,recusada,cli_24,Feminino,18-25,5k-10k,Carvalho S.A.,mercado,Alves,AP,4,4823.93,37757.49
trx_2757,2024-03-19 07:00:00,estab_38,Visa,crédito,153.07,aprovada,cli_64,Masculino,18-25,10k+,Oliveira,restaurante,Cunha,RJ,3,4239.68,47199.97
trx_2758,2024-11-10 06:00:00,estab_49,Mastercard,crédito,686.2,aprovada,cli_103,Masculino,60+,10k+,Barbosa,vestuário,Ferreira da Serra,GO,11,2268.41,42997.76
trx_2759,2024-03-24 19:00:00,estab_29,Elo,crédito,644.23,aprovada,cli_65,Feminino,60+,2k-5k,Pastor,vestuário,Melo de Gomes,PB,3,1875.85,39325.05
trx_2760,2024-05-20 13:00:00,estab_21,Visa,crédito,114.34,aprovada,cli_182,Masculino,26-35,2k-5k,da Mata,eletrodomésticos,Carvalho de Souza,SE,5,5060.2300000000005,40736.01
trx_2761,2024-11-02 13:00:00,estab_24,Hipercard,crédito,619.14,aprovada,cli_172,Masculino,46-60,10k+,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,11,1881.0900000000001,30912.96
trx_2762,2024-02-23 17:00:00,estab_27,Mastercard,débito,772.5,aprovada,cli_288,Masculino,46-60,<2k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,2,6215.530000000001,47175.73
trx_2763,2024-03-01 07:00:00,estab_19,Elo,crédito,102.33,aprovada,cli_21,Feminino,46-60,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,3,1469.3899999999999,41701.31
trx_2764,2024-05-13 07:00:00,estab_38,Hipercard,crédito,767.24,aprovada,cli_41,Feminino,60+,10k+,Oliveira,restaurante,Cunha,RJ,5,4876.78,47967.21
trx_2765,2024-09-22 21:00:00,estab_2,Visa,débito,1439.06,aprovada,cli_203,Feminino,60+,10k+,Silva,farmácia,Brito,RO,9,7322.1900000000005,39171.56
trx_2766,2024-11-09 10:00:00,estab_4,Elo,débito,1468.48,recusada,cli_154,Feminino,36-45,5k-10k,das Neves,eletrodomésticos,Sampaio,RO,11,4862.150000000001,37831.45
trx_2767,2024-09-09 11:00:00,estab_0,Hipercard,crédito,799.86,aprovada,cli_10,Masculino,46-60,10k+,da Cunha Santos Ltda.,vestuário,Vargas,TO,9,3795.7200000000003,41904.38
trx_2768,2024-05-12 15:00:00,estab_14,Mastercard,débito,775.07,aprovada,cli_297,Masculino,60+,2k-5k,Moreira,vestuário,Aparecida,AL,5,5173.8,54573.02
trx_2769,2024-08-15 14:00:00,estab_25,Elo,crédito,431.83,aprovada,cli_461,Masculino,26-35,<2k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,8,6226.28,36671.03
trx_2770,2024-05-14 00:00:00,estab_2,Elo,crédito,1495.69,aprovada,cli_77,Masculino,60+,5k-10k,Silva,farmácia,Brito,RO,5,5894.42,40667.25
trx_2771,2024-05-10 16:00:00,estab_39,Mastercard,crédito,414.97,aprovada,cli_103,Masculino,60+,10k+,Nunes - EI,mercado,Garcia,RJ,5,2683.38,46577.9
trx_2772,2024-05-18 06:00:00,estab_40,Visa,crédito,682.09,aprovada,cli_490,Feminino,60+,2k-5k,Vieira,vestuário,Moraes das Pedras,PE,5,6787.64,39030.86
trx_2773,2024-04-25 22:00:00,estab_46,Visa,débito,9.39,aprovada,cli_277,Feminino,26-35,10k+,Caldeira,mercado,Pimenta dos Dourados,BA,4,3827.79,35839.51
trx_2774,2024-11-15 01:00:00,estab_41,Elo,débito,527.1,recusada,cli_136,Masculino,18-25,2k-5k,Nascimento - ME,restaurante,Dias,SP,11,4282.16,34569.36
trx_2775,2024-07-24 00:00:00,estab_33,Elo,débito,111.8,aprovada,cli_206,Masculino,36-45,5k-10k,Barros,restaurante,Rocha,GO,7,3082.28,38593.55
trx_2776,2024-09-20 12:00:00,estab_4,Elo,débito,1117.02,aprovada,cli_250,Masculino,36-45,10k+,das Neves,eletrodomésticos,Sampaio,RO,9,2861.8599999999997,38948.47
trx_2777,2024-09-20 15:00:00,estab_30,Hipercard,crédito,843.72,aprovada,cli_224,Masculino,60+,2k-5k,Araújo - EI,farmácia,Dias de Gonçalves,MG,9,4009.1,51314.05
trx_2778,2024-12-16 17:00:00,estab_12,Elo,crédito,860.4,aprovada,cli_56,Masculino,18-25,<2k,da Rosa,eletrodomésticos,das Neves,MS,12,6753.83,47938.68
trx_2779,2024-02-02 08:00:00,estab_42,Visa,crédito,433.33,aprovada,cli_338,Masculino,18-25,5k-10k,Vieira,vestuário,Araújo do Sul,BA,2,2540.3500000000004,28011.63
trx_2780,2024-08-05 00:00:00,estab_0,Mastercard,débito,1223.27,aprovada,cli_286,Feminino,18-25,10k+,da Cunha Santos Ltda.,vestuário,Vargas,TO,8,6337.29,43127.65
trx_2781,2024-01-29 15:00:00,estab_21,Mastercard,crédito,9.89,aprovada,cli_273,Feminino,46-60,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,1,3127.36,40745.9
trx_2782,2024-01-23 01:00:00,estab_14,Mastercard,crédito,503.73,aprovada,cli_395,Masculino,36-45,2k-5k,Moreira,vestuário,Aparecida,AL,1,4254.8,55076.75
trx_2783,2024-07-30 03:00:00,estab_25,Elo,crédito,990.95,aprovada,cli_167,Masculino,60+,<2k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,7,4750.83,37661.98
trx_2784,2024-12-02 16:00:00,estab_17,Elo,débito,1362.34,aprovada,cli_377,Masculino,26-35,2k-5k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,12,9123.83,46243.73
trx_2785,2024-08-17 22:00:00,estab_47,Mastercard,débito,355.75,recusada,cli_356,Feminino,60+,5k-10k,Pinto,eletrodomésticos,Alves,TO,8,6131.39,36060.26
trx_2786,2024-03-30 17:00:00,estab_8,Hipercard,débito,813.94,aprovada,cli_172,Masculino,46-60,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,3,2695.03,43324.32
trx_2787,2024-09-10 22:00:00,estab_0,Hipercard,débito,809.3,aprovada,cli_432,Feminino,18-25,10k+,da Cunha Santos Ltda.,vestuário,Vargas,TO,9,6730.0,43936.95
trx_2788,2024-10-17 14:00:00,estab_42,Hipercard,crédito,1311.89,aprovada,cli_384,Masculino,18-25,2k-5k,Vieira,vestuário,Araújo do Sul,BA,10,4813.03,29323.52
trx_2789,2024-07-17 22:00:00,estab_8,Hipercard,crédito,80.52,aprovada,cli_97,Feminino,18-25,5k-10k,Dias - ME,farmácia,da Rocha do Amparo,PB,7,6315.2300000000005,43404.84
trx_2790,2024-11-16 12:00:00,estab_22,Visa,crédito,639.59,aprovada,cli_390,Masculino,26-35,<2k,Macedo da Cunha - EI,vestuário,Moraes,RR,11,7063.88,49860.46
trx_2791,2024-05-09 07:00:00,estab_42,Mastercard,crédito,277.79,aprovada,cli_385,Feminino,26-35,5k-10k,Vieira,vestuário,Araújo do Sul,BA,5,2929.63,29601.31
trx_2792,2024-04-11 16:00:00,estab_44,Visa,débito,37.19,aprovada,cli_376,Feminino,46-60,5k-10k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,4,1300.15,32022.76
trx_2793,2024-06-21 07:00:00,estab_1,Elo,crédito,224.81,aprovada,cli_341,Feminino,60+,<2k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,6,4147.24,40894.34
trx_2794,2024-10-23 20:00:00,estab_13,Hipercard,crédito,1464.82,aprovada,cli_259,Masculino,18-25,5k-10k,da Paz,mercado,Marques de Cirino,AP,10,6052.91,51194.55
trx_2795,2024-08-04 17:00:00,estab_37,Hipercard,débito,326.2,aprovada,cli_172,Masculino,46-60,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,8,3021.23,34802.68
trx_2796,2024-02-05 04:00:00,estab_39,Mastercard,crédito,1402.87,aprovada,cli_173,Feminino,36-45,<2k,Nunes - EI,mercado,Garcia,RJ,2,8242.8,47980.77
trx_2797,2024-01-19 14:00:00,estab_17,Hipercard,crédito,311.86,aprovada,cli_211,Masculino,18-25,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,1,3707.38,46555.59
trx_2798,2024-06-12 03:00:00,estab_15,Mastercard,débito,1397.29,aprovada,cli_194,Feminino,18-25,5k-10k,Montenegro,mercado,Ribeiro dos Dourados,PA,6,7450.25,40383.64
trx_2799,2024-05-09 13:00:00,estab_28,Elo,débito,983.66,estornada,cli_264,Feminino,18-25,<2k,Lopes da Luz e Filhos,vestuário,Pacheco,AL,5,4213.639999999999,36339.84
trx_2800,2024-02-21 10:00:00,estab_43,Hipercard,crédito,174.26,aprovada,cli_465,Masculino,46-60,<2k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,2,1001.9300000000001,46914.21
trx_2801,2024-10-01 11:00:00,estab_10,Hipercard,crédito,874.96,aprovada,cli_440,Feminino,36-45,10k+,da Luz,vestuário,Teixeira,TO,10,9011.07,33819.57
trx_2802,2024-01-10 10:00:00,estab_5,Visa,crédito,481.18,aprovada,cli_271,Feminino,26-35,<2k,Carvalho S.A.,mercado,Alves,AP,1,8832.28,38238.67
trx_2803,2024-06-21 15:00:00,estab_2,Mastercard,crédito,577.81,aprovada,cli_306,Masculino,18-25,2k-5k,Silva,farmácia,Brito,RO,6,5376.98,41245.06
trx_2804,2024-10-26 09:00:00,estab_13,Mastercard,crédito,663.06,aprovada,cli_307,Masculino,26-35,5k-10k,da Paz,mercado,Marques de Cirino,AP,10,6479.1900000000005,51857.61
trx_2805,2024-08-19 14:00:00,estab_1,Hipercard,débito,636.95,aprovada,cli_136,Masculino,18-25,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,8,4919.11,41531.29
trx_2806,2024-01-08 18:00:00,estab_31,Visa,crédito,997.84,aprovada,cli_82,Feminino,46-60,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,1,7759.18,55075.89
trx_2807,2024-04-15 15:00:00,estab_30,Hipercard,crédito,1153.71,aprovada,cli_389,Feminino,60+,10k+,Araújo - EI,farmácia,Dias de Gonçalves,MG,4,3626.36,52467.76
trx_2808,2024-03-21 12:00:00,estab_10,Mastercard,crédito,497.12,aprovada,cli_43,Feminino,18-25,<2k,da Luz,vestuário,Teixeira,TO,3,6240.08,34316.69
trx_2809,2024-03-25 16:00:00,estab_21,Mastercard,crédito,1386.92,recusada,cli_206,Masculino,36-45,5k-10k,da Mata,eletrodomésticos,Carvalho de Souza,SE,3,4469.2,42132.82
trx_2810,2024-02-22 04:00:00,estab_2,Hipercard,crédito,1408.01,aprovada,cli_116,Masculino,26-35,<2k,Silva,farmácia,Brito,RO,2,6970.04,42653.07
trx_2811,2024-08-17 13:00:00,estab_49,Elo,crédito,65.83,aprovada,cli_389,Feminino,60+,10k+,Barbosa,vestuário,Ferreira da Serra,GO,8,3692.19,43063.59
trx_2812,2024-07-30 10:00:00,estab_30,Hipercard,crédito,27.29,aprovada,cli_4,Feminino,26-35,10k+,Araújo - EI,farmácia,Dias de Gonçalves,MG,7,2301.42,52495.05
trx_2813,2024-03-19 09:00:00,estab_32,Visa,crédito,640.47,aprovada,cli_220,Masculino,26-35,<2k,Monteiro Novais - EI,vestuário,Rios,BA,3,6296.38,31858.3
trx_2814,2024-01-12 05:00:00,estab_23,Mastercard,crédito,888.01,recusada,cli_429,Feminino,18-25,10k+,Souza,restaurante,da Cruz,AM,1,3312.1,35124.15
trx_2815,2024-03-08 22:00:00,estab_0,Mastercard,débito,420.47,aprovada,cli_282,Masculino,46-60,5k-10k,da Cunha Santos Ltda.,vestuário,Vargas,TO,3,2045.79,44357.42
trx_2816,2024-07-02 13:00:00,estab_43,Hipercard,débito,392.82,aprovada,cli_498,Feminino,18-25,2k-5k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,7,6169.43,47307.03
trx_2817,2024-09-12 19:00:00,estab_14,Elo,crédito,1019.11,aprovada,cli_113,Masculino,26-35,5k-10k,Moreira,vestuário,Aparecida,AL,9,3934.01,56095.86
trx_2818,2024-03-06 14:00:00,estab_36,Mastercard,crédito,904.55,aprovada,cli_249,Masculino,60+,10k+,Fernandes,farmácia,Pires de Sampaio,BA,3,6355.05,39044.79
trx_2819,2024-03-11 15:00:00,estab_26,Hipercard,crédito,254.88,aprovada,cli_300,Masculino,26-35,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,3,1664.6599999999999,49725.71
trx_2820,2024-05-15 18:00:00,estab_37,Elo,crédito,1327.33,aprovada,cli_424,Masculino,26-35,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,5,7851.04,36130.01
trx_2821,2024-05-15 22:00:00,estab_47,Hipercard,crédito,1021.56,aprovada,cli_499,Masculino,36-45,5k-10k,Pinto,eletrodomésticos,Alves,TO,5,4687.879999999999,37081.82
trx_2822,2024-03-01 05:00:00,estab_26,Hipercard,crédito,547.05,aprovada,cli_89,Feminino,18-25,2k-5k,Oliveira,farmácia,Vasconcelos do Campo,AP,3,5596.64,50272.76
trx_2823,2024-09-17 23:00:00,estab_43,Hipercard,débito,1027.02,aprovada,cli_27,Feminino,26-35,2k-5k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,9,7401.33,48334.05
trx_2824,2024-12-16 11:00:00,estab_11,Mastercard,crédito,173.42,aprovada,cli_437,Feminino,46-60,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,12,4777.09,31626.62
trx_2825,2024-01-03 04:00:00,estab_2,Elo,débito,705.04,aprovada,cli_31,Feminino,60+,<2k,Silva,farmácia,Brito,RO,1,3423.67,43358.11
trx_2826,2024-08-20 02:00:00,estab_29,Visa,débito,257.63,aprovada,cli_216,Feminino,36-45,10k+,Pastor,vestuário,Melo de Gomes,PB,8,3094.61,39582.68
trx_2827,2024-11-11 19:00:00,estab_31,Visa,débito,66.94,aprovada,cli_308,Feminino,18-25,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,11,4673.93,55142.83
trx_2828,2024-03-10 10:00:00,estab_22,Mastercard,débito,510.8,estornada,cli_70,Masculino,26-35,<2k,Macedo da Cunha - EI,vestuário,Moraes,RR,3,4160.0,50371.26
trx_2829,2024-10-14 13:00:00,estab_1,Mastercard,débito,230.35,aprovada,cli_251,Feminino,46-60,<2k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,10,4925.7,41761.64
trx_2830,2024-04-26 01:00:00,estab_6,Hipercard,débito,952.11,aprovada,cli_29,Feminino,60+,<2k,Duarte,farmácia,Alves,AL,4,4672.25,41257.590000000004
trx_2831,2024-01-30 23:00:00,estab_33,Hipercard,débito,1012.73,aprovada,cli_255,Feminino,36-45,5k-10k,Barros,restaurante,Rocha,GO,1,3167.92,39606.28
trx_2832,2024-12-24 05:00:00,estab_31,Elo,débito,227.29,aprovada,cli_308,Feminino,18-25,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,12,4901.22,55370.12
trx_2833,2024-10-12 15:00:00,estab_38,Hipercard,débito,41.8,aprovada,cli_158,Feminino,60+,5k-10k,Oliveira,restaurante,Cunha,RJ,10,5894.1,48009.01
trx_2834,2024-04-05 14:00:00,estab_31,Elo,crédito,1190.25,aprovada,cli_395,Masculino,36-45,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,4,5445.05,56560.37
trx_2835,2024-12-10 07:00:00,estab_42,Hipercard,crédito,8.08,aprovada,cli_8,Masculino,18-25,2k-5k,Vieira,vestuário,Araújo do Sul,BA,12,1177.32,29609.39
trx_2836,2024-07-05 18:00:00,estab_42,Hipercard,débito,519.15,aprovada,cli_481,Feminino,36-45,10k+,Vieira,vestuário,Araújo do Sul,BA,7,7492.94,30128.54
trx_2837,2024-01-30 02:00:00,estab_13,Visa,débito,744.4,aprovada,cli_322,Masculino,60+,5k-10k,da Paz,mercado,Marques de Cirino,AP,1,4919.54,52602.01
trx_2838,2024-10-28 19:00:00,estab_2,Mastercard,débito,1228.87,aprovada,cli_420,Feminino,60+,2k-5k,Silva,farmácia,Brito,RO,10,1870.86,44586.98
trx_2839,2024-09-03 14:00:00,estab_45,Elo,crédito,1258.65,aprovada,cli_369,Masculino,26-35,10k+,da Luz,restaurante,Vieira das Flores,PA,9,4453.96,41802.13
trx_2840,2024-01-15 12:00:00,estab_31,Visa,crédito,1088.78,aprovada,cli_155,Feminino,18-25,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,1,5501.5199999999995,57649.15
trx_2841,2024-08-11 22:00:00,estab_42,Hipercard,débito,374.56,aprovada,cli_493,Feminino,18-25,<2k,Vieira,vestuário,Araújo do Sul,BA,8,3914.03,30503.1
trx_2842,2024-11-23 21:00:00,estab_35,Visa,débito,1081.68,estornada,cli_213,Masculino,46-60,5k-10k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,11,9616.66,37162.59
trx_2843,2024-01-13 19:00:00,estab_16,Elo,débito,373.58,aprovada,cli_153,Feminino,36-45,5k-10k,Sales - EI,vestuário,Mendonça das Pedras,SE,1,900.25,47768.97
trx_2844,2024-05-22 08:00:00,estab_47,Mastercard,débito,325.84,aprovada,cli_82,Feminino,46-60,2k-5k,Pinto,eletrodomésticos,Alves,TO,5,8085.0199999999995,37407.66
trx_2845,2024-07-19 20:00:00,estab_2,Visa,débito,822.96,aprovada,cli_404,Feminino,36-45,10k+,Silva,farmácia,Brito,RO,7,7145.79,45409.94
trx_2846,2024-05-28 06:00:00,estab_9,Elo,débito,1019.89,aprovada,cli_100,Masculino,36-45,10k+,Machado,eletrodomésticos,da Costa,PA,5,3843.89,46883.47
trx_2847,2024-07-05 14:00:00,estab_46,Hipercard,crédito,84.31,aprovada,cli_9,Feminino,60+,10k+,Caldeira,mercado,Pimenta dos Dourados,BA,7,6263.43,35923.82
trx_2848,2024-09-29 03:00:00,estab_39,Visa,crédito,94.73,estornada,cli_335,Feminino,18-25,2k-5k,Nunes - EI,mercado,Garcia,RJ,9,5496.5599999999995,48075.5
trx_2849,2024-07-11 12:00:00,estab_17,Mastercard,crédito,1177.34,aprovada,cli_279,Feminino,46-60,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,7,5908.2,47732.93
trx_2850,2024-05-04 09:00:00,estab_2,Elo,débito,1289.95,aprovada,cli_280,Feminino,60+,<2k,Silva,farmácia,Brito,RO,5,6495.74,46699.89
trx_2851,2024-12-04 00:00:00,estab_38,Mastercard,débito,908.64,aprovada,cli_179,Masculino,60+,5k-10k,Oliveira,restaurante,Cunha,RJ,12,8220.69,48917.65
trx_2852,2024-12-18 19:00:00,estab_9,Hipercard,crédito,646.1,aprovada,cli_89,Feminino,18-25,2k-5k,Machado,eletrodomésticos,da Costa,PA,12,6242.74,47529.57
trx_2853,2024-04-16 03:00:00,estab_8,Mastercard,crédito,1268.75,recusada,cli_128,Masculino,60+,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,4,2856.73,44673.59
